AccountNumber,NMI,Register,ReadConsumption,ReadUnit,ReadQuality,ReadDate,ReadTime
30208631,61028893219,"E1",0.14100,kWh,A,2025-04-17,08:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,08:00:00
30208631,61028893219,"E1",0.12700,kWh,A,2025-04-17,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,08:30:00
30208631,61028893219,"E1",0.15800,kWh,A,2025-04-17,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,09:30:00
30208631,61028893219,"E1",0.18000,kWh,A,2025-04-17,09:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,10:00:00
30208631,61028893219,"E1",0.15200,kWh,A,2025-04-17,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,10:30:00
30208631,61028893219,"E1",0.18100,kWh,A,2025-04-17,10:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,11:00:00
30208631,61028893219,"E1",0.37700,kWh,A,2025-04-17,11:00:00
30208631,61028893219,"E1",0.37900,kWh,A,2025-04-17,11:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,11:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,12:00:00
30208631,61028893219,"E1",0.34200,kWh,A,2025-04-17,12:00:00
30208631,61028893219,"E1",0.31600,kWh,A,2025-04-17,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,13:00:00
30208631,61028893219,"E1",0.32500,kWh,A,2025-04-17,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,13:30:00
30208631,61028893219,"E1",0.32200,kWh,A,2025-04-17,13:30:00
30208631,61028893219,"E1",0.17900,kWh,A,2025-04-17,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,14:00:00
30208631,61028893219,"E1",0.35800,kWh,A,2025-04-17,14:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,14:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,15:00:00
30208631,61028893219,"E1",0.28200,kWh,A,2025-04-17,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,15:30:00
30208631,61028893219,"E1",0.25300,kWh,A,2025-04-17,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,16:00:00
30208631,61028893219,"E1",0.25900,kWh,A,2025-04-17,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,16:30:00
30208631,61028893219,"E1",0.24000,kWh,A,2025-04-17,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,17:00:00
30208631,61028893219,"E1",0.25400,kWh,A,2025-04-17,17:00:00
30208631,61028893219,"E1",0.17900,kWh,A,2025-04-17,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,17:30:00
30208631,61028893219,"E1",0.16700,kWh,A,2025-04-17,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,18:00:00
30208631,61028893219,"E1",0.19300,kWh,A,2025-04-17,18:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,18:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,19:00:00
30208631,61028893219,"E1",0.16700,kWh,A,2025-04-17,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,19:30:00
30208631,61028893219,"E1",0.17700,kWh,A,2025-04-17,19:30:00
30208631,61028893219,"E1",0.18200,kWh,A,2025-04-17,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,20:30:00
30208631,61028893219,"E1",0.16400,kWh,A,2025-04-17,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,21:00:00
30208631,61028893219,"E1",0.18700,kWh,A,2025-04-17,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,21:30:00
30208631,61028893219,"E1",0.18600,kWh,A,2025-04-17,21:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-17,22:00:00
30208631,61028893219,"E1",0.25300,kWh,A,2025-04-17,22:00:00
30208631,61028893219,"E2",1.73900,kWh,A,2025-04-17,22:30:00
30208631,61028893219,"E1",0.34500,kWh,A,2025-04-17,22:30:00
30208631,61028893219,"E1",0.28500,kWh,A,2025-04-17,23:00:00
30208631,61028893219,"E2",1.78300,kWh,A,2025-04-17,23:00:00
30208631,61028893219,"E2",1.77900,kWh,A,2025-04-17,23:30:00
30208631,61028893219,"E1",0.29100,kWh,A,2025-04-17,23:30:00
30208631,61028893219,"E1",0.17400,kWh,A,2025-04-18,00:00:00
30208631,61028893219,"E2",0.36100,kWh,A,2025-04-18,00:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,00:30:00
30208631,61028893219,"E1",0.12100,kWh,A,2025-04-18,00:30:00
30208631,61028893219,"E1",0.15100,kWh,A,2025-04-18,01:00:00
30208631,61028893219,"E2",0.64200,kWh,A,2025-04-18,01:00:00
30208631,61028893219,"E1",0.11700,kWh,A,2025-04-18,01:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,01:30:00
30208631,61028893219,"E1",0.12000,kWh,A,2025-04-18,02:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,02:00:00
30208631,61028893219,"E1",0.13100,kWh,A,2025-04-18,02:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,02:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,03:00:00
30208631,61028893219,"E1",0.11000,kWh,A,2025-04-18,03:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,03:30:00
30208631,61028893219,"E1",0.12600,kWh,A,2025-04-18,03:30:00
30208631,61028893219,"E2",0.31600,kWh,A,2025-04-18,04:00:00
30208631,61028893219,"E1",0.12400,kWh,A,2025-04-18,04:00:00
30208631,61028893219,"E1",0.11000,kWh,A,2025-04-18,04:30:00
30208631,61028893219,"E2",0.22100,kWh,A,2025-04-18,04:30:00
30208631,61028893219,"E1",0.13200,kWh,A,2025-04-18,05:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,05:00:00
30208631,61028893219,"E1",0.10900,kWh,A,2025-04-18,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,05:30:00
30208631,61028893219,"E1",0.11800,kWh,A,2025-04-18,06:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,06:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,06:30:00
30208631,61028893219,"E1",0.12800,kWh,A,2025-04-18,06:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,07:00:00
30208631,61028893219,"E1",0.10700,kWh,A,2025-04-18,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,07:30:00
30208631,61028893219,"E1",0.12800,kWh,A,2025-04-18,07:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,08:00:00
30208631,61028893219,"E1",0.11700,kWh,A,2025-04-18,08:00:00
30208631,61028893219,"E1",0.11200,kWh,A,2025-04-18,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,08:30:00
30208631,61028893219,"E1",0.13700,kWh,A,2025-04-18,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,09:30:00
30208631,61028893219,"E1",0.11100,kWh,A,2025-04-18,09:30:00
30208631,61028893219,"E1",0.12200,kWh,A,2025-04-18,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,10:00:00
30208631,61028893219,"E1",0.14700,kWh,A,2025-04-18,10:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,10:30:00
30208631,61028893219,"E1",0.34200,kWh,A,2025-04-18,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,11:30:00
30208631,61028893219,"E1",0.84600,kWh,A,2025-04-18,11:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,12:00:00
30208631,61028893219,"E1",0.56000,kWh,A,2025-04-18,12:00:00
30208631,61028893219,"E1",1.44700,kWh,A,2025-04-18,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,13:00:00
30208631,61028893219,"E1",1.12200,kWh,A,2025-04-18,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,13:30:00
30208631,61028893219,"E1",0.87000,kWh,A,2025-04-18,13:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,14:00:00
30208631,61028893219,"E1",0.19600,kWh,A,2025-04-18,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,14:30:00
30208631,61028893219,"E1",0.31600,kWh,A,2025-04-18,14:30:00
30208631,61028893219,"E1",0.51700,kWh,A,2025-04-18,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,15:30:00
30208631,61028893219,"E1",0.46600,kWh,A,2025-04-18,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,16:00:00
30208631,61028893219,"E1",0.45800,kWh,A,2025-04-18,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,16:30:00
30208631,61028893219,"E1",0.44900,kWh,A,2025-04-18,16:30:00
30208631,61028893219,"E1",0.29700,kWh,A,2025-04-18,17:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,17:00:00
30208631,61028893219,"E1",0.27300,kWh,A,2025-04-18,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,17:30:00
30208631,61028893219,"E1",0.28700,kWh,A,2025-04-18,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,18:00:00
30208631,61028893219,"E1",0.26800,kWh,A,2025-04-18,18:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,18:30:00
30208631,61028893219,"E1",0.23800,kWh,A,2025-04-18,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,19:00:00
30208631,61028893219,"E1",0.26400,kWh,A,2025-04-18,19:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,19:30:00
30208631,61028893219,"E1",0.25900,kWh,A,2025-04-18,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,20:30:00
30208631,61028893219,"E1",0.23400,kWh,A,2025-04-18,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,21:00:00
30208631,61028893219,"E1",0.25000,kWh,A,2025-04-18,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,21:30:00
30208631,61028893219,"E1",0.25700,kWh,A,2025-04-18,21:30:00
30208631,61028893219,"E1",0.29000,kWh,A,2025-04-18,22:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,22:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-18,22:30:00
30208631,61028893219,"E1",0.30300,kWh,A,2025-04-18,22:30:00
30208631,61028893219,"E2",1.27700,kWh,A,2025-04-18,23:00:00
30208631,61028893219,"E1",0.27900,kWh,A,2025-04-18,23:00:00
30208631,61028893219,"E1",0.28300,kWh,A,2025-04-18,23:30:00
30208631,61028893219,"E2",1.75700,kWh,A,2025-04-18,23:30:00
30208631,61028893219,"E2",1.76400,kWh,A,2025-04-19,00:00:00
30208631,61028893219,"E1",0.22700,kWh,A,2025-04-19,00:00:00
30208631,61028893219,"E2",0.21300,kWh,A,2025-04-19,00:30:00
30208631,61028893219,"E1",0.14600,kWh,A,2025-04-19,00:30:00
30208631,61028893219,"E1",0.14100,kWh,A,2025-04-19,01:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,01:00:00
30208631,61028893219,"E2",0.64000,kWh,A,2025-04-19,01:30:00
30208631,61028893219,"E1",0.13900,kWh,A,2025-04-19,01:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,02:00:00
30208631,61028893219,"E1",0.12200,kWh,A,2025-04-19,02:00:00
30208631,61028893219,"E1",0.14300,kWh,A,2025-04-19,02:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,02:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,03:00:00
30208631,61028893219,"E1",0.13000,kWh,A,2025-04-19,03:00:00
30208631,61028893219,"E1",0.12100,kWh,A,2025-04-19,03:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,03:30:00
30208631,61028893219,"E1",0.14600,kWh,A,2025-04-19,04:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,04:00:00
30208631,61028893219,"E1",0.12700,kWh,A,2025-04-19,04:30:00
30208631,61028893219,"E2",0.22400,kWh,A,2025-04-19,04:30:00
30208631,61028893219,"E2",0.28900,kWh,A,2025-04-19,05:00:00
30208631,61028893219,"E1",0.12800,kWh,A,2025-04-19,05:00:00
30208631,61028893219,"E1",0.14600,kWh,A,2025-04-19,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,06:00:00
30208631,61028893219,"E1",0.12200,kWh,A,2025-04-19,06:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,06:30:00
30208631,61028893219,"E1",0.13100,kWh,A,2025-04-19,06:30:00
30208631,61028893219,"E1",0.14000,kWh,A,2025-04-19,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,07:30:00
30208631,61028893219,"E1",0.11700,kWh,A,2025-04-19,07:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,08:00:00
30208631,61028893219,"E1",0.13600,kWh,A,2025-04-19,08:00:00
30208631,61028893219,"E1",0.13700,kWh,A,2025-04-19,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,08:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,09:00:00
30208631,61028893219,"E1",0.12000,kWh,A,2025-04-19,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,09:30:00
30208631,61028893219,"E1",0.14100,kWh,A,2025-04-19,09:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,10:00:00
30208631,61028893219,"E1",0.14700,kWh,A,2025-04-19,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,10:30:00
30208631,61028893219,"E1",0.16500,kWh,A,2025-04-19,10:30:00
30208631,61028893219,"E1",0.40700,kWh,A,2025-04-19,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,11:30:00
30208631,61028893219,"E1",0.52600,kWh,A,2025-04-19,11:30:00
30208631,61028893219,"E1",0.95700,kWh,A,2025-04-19,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,12:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,12:30:00
30208631,61028893219,"E1",0.48300,kWh,A,2025-04-19,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,13:00:00
30208631,61028893219,"E1",0.88100,kWh,A,2025-04-19,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,13:30:00
30208631,61028893219,"E1",0.40300,kWh,A,2025-04-19,13:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,14:00:00
30208631,61028893219,"E1",0.19000,kWh,A,2025-04-19,14:00:00
30208631,61028893219,"E1",0.48600,kWh,A,2025-04-19,14:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,14:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,15:00:00
30208631,61028893219,"E1",0.68000,kWh,A,2025-04-19,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,15:30:00
30208631,61028893219,"E1",0.49500,kWh,A,2025-04-19,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,16:00:00
30208631,61028893219,"E1",0.53200,kWh,A,2025-04-19,16:00:00
30208631,61028893219,"E1",0.50800,kWh,A,2025-04-19,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,17:00:00
30208631,61028893219,"E1",0.52900,kWh,A,2025-04-19,17:00:00
30208631,61028893219,"E1",0.43500,kWh,A,2025-04-19,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,18:00:00
30208631,61028893219,"E1",0.30600,kWh,A,2025-04-19,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,18:30:00
30208631,61028893219,"E1",0.34200,kWh,A,2025-04-19,18:30:00
30208631,61028893219,"E1",0.44500,kWh,A,2025-04-19,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,19:00:00
30208631,61028893219,"E1",0.44500,kWh,A,2025-04-19,19:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,19:30:00
30208631,61028893219,"E1",0.32400,kWh,A,2025-04-19,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,20:30:00
30208631,61028893219,"E1",0.32100,kWh,A,2025-04-19,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,21:00:00
30208631,61028893219,"E1",0.39200,kWh,A,2025-04-19,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,21:30:00
30208631,61028893219,"E1",0.29100,kWh,A,2025-04-19,21:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-19,22:00:00
30208631,61028893219,"E1",0.29900,kWh,A,2025-04-19,22:00:00
30208631,61028893219,"E1",0.24100,kWh,A,2025-04-19,22:30:00
30208631,61028893219,"E2",1.28600,kWh,A,2025-04-19,22:30:00
30208631,61028893219,"E1",0.28300,kWh,A,2025-04-19,23:00:00
30208631,61028893219,"E2",1.75800,kWh,A,2025-04-19,23:00:00
30208631,61028893219,"E1",0.26700,kWh,A,2025-04-19,23:30:00
30208631,61028893219,"E2",0.78500,kWh,A,2025-04-19,23:30:00
30208631,61028893219,"E1",0.19800,kWh,A,2025-04-20,00:00:00
30208631,61028893219,"E2",0.93600,kWh,A,2025-04-20,00:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,00:30:00
30208631,61028893219,"E1",0.19700,kWh,A,2025-04-20,00:30:00
30208631,61028893219,"E1",0.19200,kWh,A,2025-04-20,01:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,01:00:00
30208631,61028893219,"E2",0.54500,kWh,A,2025-04-20,01:30:00
30208631,61028893219,"E1",0.19600,kWh,A,2025-04-20,01:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,02:00:00
30208631,61028893219,"E1",0.18400,kWh,A,2025-04-20,02:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,02:30:00
30208631,61028893219,"E1",0.15000,kWh,A,2025-04-20,02:30:00
30208631,61028893219,"E1",0.12500,kWh,A,2025-04-20,03:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,03:00:00
30208631,61028893219,"E1",0.15700,kWh,A,2025-04-20,03:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,03:30:00
30208631,61028893219,"E2",0.45900,kWh,A,2025-04-20,04:00:00
30208631,61028893219,"E1",0.13900,kWh,A,2025-04-20,04:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,04:30:00
30208631,61028893219,"E1",0.13600,kWh,A,2025-04-20,04:30:00
30208631,61028893219,"E1",0.14400,kWh,A,2025-04-20,05:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,05:00:00
30208631,61028893219,"E1",0.12400,kWh,A,2025-04-20,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,05:30:00
30208631,61028893219,"E1",0.14900,kWh,A,2025-04-20,06:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,06:00:00
30208631,61028893219,"E1",0.13500,kWh,A,2025-04-20,06:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,06:30:00
30208631,61028893219,"E1",0.13300,kWh,A,2025-04-20,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,07:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,07:30:00
30208631,61028893219,"E1",0.15000,kWh,A,2025-04-20,07:30:00
30208631,61028893219,"E1",0.12500,kWh,A,2025-04-20,08:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,08:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,08:30:00
30208631,61028893219,"E1",0.14000,kWh,A,2025-04-20,08:30:00
30208631,61028893219,"E1",0.13900,kWh,A,2025-04-20,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,09:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,09:30:00
30208631,61028893219,"E1",0.12000,kWh,A,2025-04-20,09:30:00
30208631,61028893219,"E1",0.14800,kWh,A,2025-04-20,10:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,10:00:00
30208631,61028893219,"E1",0.15600,kWh,A,2025-04-20,10:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,10:30:00
30208631,61028893219,"E1",0.45400,kWh,A,2025-04-20,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,11:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,11:30:00
30208631,61028893219,"E1",0.71800,kWh,A,2025-04-20,11:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,12:00:00
30208631,61028893219,"E1",0.96600,kWh,A,2025-04-20,12:00:00
30208631,61028893219,"E1",0.77800,kWh,A,2025-04-20,12:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,12:30:00
30208631,61028893219,"E1",0.75900,kWh,A,2025-04-20,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,13:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,13:30:00
30208631,61028893219,"E1",0.43300,kWh,A,2025-04-20,13:30:00
30208631,61028893219,"E1",0.07200,kWh,A,2025-04-20,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,14:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,14:30:00
30208631,61028893219,"E1",0.09600,kWh,A,2025-04-20,14:30:00
30208631,61028893219,"E1",0.08000,kWh,A,2025-04-20,15:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,15:00:00
30208631,61028893219,"E1",0.20900,kWh,A,2025-04-20,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,15:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,16:00:00
30208631,61028893219,"E1",0.36100,kWh,A,2025-04-20,16:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,16:30:00
30208631,61028893219,"E1",0.36800,kWh,A,2025-04-20,16:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,17:00:00
30208631,61028893219,"E1",0.38200,kWh,A,2025-04-20,17:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,17:30:00
30208631,61028893219,"E1",0.41600,kWh,A,2025-04-20,17:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,18:00:00
30208631,61028893219,"E1",0.42400,kWh,A,2025-04-20,18:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,18:30:00
30208631,61028893219,"E1",0.43900,kWh,A,2025-04-20,18:30:00
30208631,61028893219,"E1",0.37900,kWh,A,2025-04-20,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,19:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,19:30:00
30208631,61028893219,"E1",0.68200,kWh,A,2025-04-20,19:30:00
30208631,61028893219,"E1",0.60200,kWh,A,2025-04-20,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,20:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,20:30:00
30208631,61028893219,"E1",0.55500,kWh,A,2025-04-20,20:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,21:00:00
30208631,61028893219,"E1",0.56600,kWh,A,2025-04-20,21:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,21:30:00
30208631,61028893219,"E1",0.50500,kWh,A,2025-04-20,21:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,22:00:00
30208631,61028893219,"E1",0.49300,kWh,A,2025-04-20,22:00:00
30208631,61028893219,"E1",0.49200,kWh,A,2025-04-20,22:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-20,22:30:00
30208631,61028893219,"E1",0.49900,kWh,A,2025-04-20,23:00:00
30208631,61028893219,"E2",0.74000,kWh,A,2025-04-20,23:00:00
30208631,61028893219,"E2",1.77500,kWh,A,2025-04-20,23:30:00
30208631,61028893219,"E1",0.48400,kWh,A,2025-04-20,23:30:00
30208631,61028893219,"E1",0.34400,kWh,A,2025-04-21,00:00:00
30208631,61028893219,"E2",1.76600,kWh,A,2025-04-21,00:00:00
30208631,61028893219,"E2",1.80200,kWh,A,2025-04-21,00:30:00
30208631,61028893219,"E1",0.18400,kWh,A,2025-04-21,00:30:00
30208631,61028893219,"E1",0.12300,kWh,A,2025-04-21,01:00:00
30208631,61028893219,"E2",0.16300,kWh,A,2025-04-21,01:00:00
30208631,61028893219,"E1",0.07200,kWh,A,2025-04-21,01:30:00
30208631,61028893219,"E2",0.63000,kWh,A,2025-04-21,01:30:00
30208631,61028893219,"E1",0.06600,kWh,A,2025-04-21,02:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-21,02:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-21,02:30:00
30208631,61028893219,"E1",0.09000,kWh,A,2025-04-21,02:30:00
30208631,61028893219,"E1",0.06600,kWh,A,2025-04-21,03:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-21,03:00:00
30208631,61028893219,"E1",0.06800,kWh,A,2025-04-21,03:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-21,03:30:00
30208631,61028893219,"E1",0.09400,kWh,A,2025-04-21,04:00:00
30208631,61028893219,"E2",0.15800,kWh,A,2025-04-21,04:00:00
30208631,61028893219,"E1",0.06400,kWh,A,2025-04-21,04:30:00
30208631,61028893219,"E2",0.36200,kWh,A,2025-04-21,04:30:00
30208631,61028893219,"E1",0.07000,kWh,A,2025-04-21,05:00:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-21,05:00:00
30208631,61028893219,"E1",0.08600,kWh,A,2025-04-21,05:30:00
30208631,61028893219,"E2",0.00000,kWh,A,2025-04-21,05:30:00
30208631,61028893219,"E1",0.06300,kWh,A,2025-04-21,06:00:00
